Order Date,Order ID,Invoice Number,Order Number,Order Type,Order Employee ID,Order Employee Name,Order Employee Custom ID,Note,Currency,Tax Amount,Tip,Service Charge,Credit Surcharge,Discount,Order Total,Payments Total,Payment Note,Refunds Total,Refund Credit Surcharge,Manual Refunds Total,Tender,Credit Card Auth Code,Credit Card Transaction ID,Order Payment State
02-Sep-2022 06:26 PM EDT,3N6MCMS5HK7NA,,88,,999VWR115M848,MICHAEL KOCAK,,,USD,1.24,2.44,,0.00,0.00,16.24,16.24,,0.00,0.00,0.00,Credit Card,00211R,224500503237,Paid
02-Sep-2022 06:24 PM EDT,EP2DA1XXBWT60,,87,,999VWR115M848,MICHAEL KOCAK,,,USD,1.57,0.00,,0.00,0.00,20.57,20.57,,0.00,0.00,0.00,Debit Card,102054,224500503220,Paid
02-Sep-2022 06:21 PM EDT,PCBVJEB1YGJFY,,86,,999VWR115M848,MICHAEL KOCAK,,,USD,1.57,4.11,,0.00,0.00,20.57,20.57,,0.00,0.00,0.00,Debit Card,002412,224500503203,Paid
02-Sep-2022 06:20 PM EDT,5S4YCYPK696RR,,85,,999VWR115M848,MICHAEL KOCAK,,,USD,1.32,0.00,,0.00,0.00,17.32,17.32,,0.00,0.00,0.00,Cash,,,Paid
02-Sep-2022 06:17 PM EDT,MSHN4ECHA1S6Y,,84,,999VWR115M848,MICHAEL KOCAK,,,USD,2.31,2.00,,0.00,0.00,30.31,30.31,,0.00,0.00,0.00,Credit Card,09318Q,224500503186,Paid
02-Sep-2022 06:16 PM EDT,XFAP9AKSJWWZW,,83,,999VWR115M848,MICHAEL KOCAK,,,USD,3.30,6.50,,0.00,0.00,43.30,43.30,,0.00,0.00,0.00,Credit Card,07943C,224500503169,Paid
02-Sep-2022 06:15 PM EDT,PDD93GJTJD4K6,,82,,999VWR115M848,MICHAEL KOCAK,,,USD,0.99,0.00,,0.00,0.00,12.99,12.99,,0.00,0.00,0.00,Debit Card,002009,224500503152,Paid
02-Sep-2022 06:13 PM EDT,04ZGQD6CC4SAR,,81,,999VWR115M848,MICHAEL KOCAK,,,USD,2.64,10.39,,0.00,0.00,34.64,34.64,,0.00,0.00,0.00,Credit Card,03387D,224500503135,Paid
24-Aug-2022 08:18 PM EDT,4HRGB694VE31R,,80,,999VWR115M848,MICHAEL KOCAK,,,USD,1.32,5.20,,0.00,0.00,17.32,17.32,,0.00,0.00,0.00,Debit Card,001306,223700503531,Paid
24-Aug-2022 08:15 PM EDT,1PH05XPQGJA1C,,79,,999VWR115M848,MICHAEL KOCAK,,,USD,1.40,2.76,,0.00,0.00,18.40,18.40,,0.00,0.00,0.00,Credit Card,03306C,223700503514,Paid
24-Aug-2022 08:13 PM EDT,C5FAJBN1EEPVY,,78,,999VWR115M848,MICHAEL KOCAK,,,USD,1.32,0.00,,0.00,0.00,17.32,17.32,,0.00,0.00,0.00,Debit Card,001799,223700503497,Paid
24-Aug-2022 08:02 PM EDT,B8A78K9M60XNM,,77,,999VWR115M848,MICHAEL KOCAK,,,USD,0.99,0.00,,0.00,0.00,12.99,12.99,,0.00,0.00,0.00,Debit Card,000581,223700503480,Paid
24-Aug-2022 07:59 PM EDT,1R4DPAZDMDHTY,,76,,999VWR115M848,MICHAEL KOCAK,,,USD,2.64,10.39,,0.00,0.00,34.64,34.64,,0.00,0.00,0.00,Debit Card,002779,223700503463,Paid
24-Aug-2022 07:58 PM EDT,DMK6YDZ7860MG,,75,,999VWR115M848,MICHAEL KOCAK,,,USD,1.57,4.11,,0.00,0.00,20.57,20.57,,0.00,0.00,0.00,Debit Card,082471,223600503446,Paid
24-Aug-2022 07:57 PM EDT,JB3C8KW17G9B4,,74,,999VWR115M848,MICHAEL KOCAK,,,USD,0.99,2.60,,0.00,0.00,12.99,12.99,,0.00,0.00,0.00,Debit Card,097124,223600503429,Paid
24-Aug-2022 07:55 PM EDT,2GVEKWFER0NQ4,,73,,999VWR115M848,MICHAEL KOCAK,,,USD,2.31,3.00,,0.00,0.00,30.31,30.31,,0.00,0.00,0.00,Credit Card,801608,223600503412,Paid
24-Aug-2022 07:53 PM EDT,4HZP8PBQSVNQY,,72,,999VWR115M848,MICHAEL KOCAK,,,USD,5.94,15.59,,0.00,0.00,77.94,77.94,,0.00,0.00,0.00,Debit Card,096362,223600503395,Paid
24-Aug-2022 07:50 PM EDT,GH33J7XD73QCJ,,71,,999VWR115M848,MICHAEL KOCAK,,,USD,1.98,3.90,,0.00,0.00,25.98,25.98,,0.00,0.00,0.00,Debit Card,001312,223600503378,Paid
24-Aug-2022 07:49 PM EDT,A549W5Z85XM8P,,70,,999VWR115M848,MICHAEL KOCAK,,,USD,2.81,6.63,,0.00,0.00,36.81,36.81,,0.00,0.00,0.00,Credit Card,08728Z,223600503361,Paid
24-Aug-2022 07:47 PM EDT,TB3WKQ6DTEJ5M,,69,,999VWR115M848,MICHAEL KOCAK,,,USD,1.32,3.46,,0.00,0.00,17.32,17.32,,0.00,0.00,0.00,Credit Card,861031,223600503344,Paid
24-Aug-2022 07:39 PM EDT,6FCX4CAAQ2C2M,,68,,999VWR115M848,MICHAEL KOCAK,,,USD,0.99,1.95,,0.00,0.00,12.99,12.99,,0.00,0.00,0.00,Credit Card,08245C,223600503327,Paid
24-Aug-2022 07:38 PM EDT,MF2DS7C2H3XCY,,67,,999VWR115M848,MICHAEL KOCAK,,,USD,0.99,1.95,,0.00,0.00,12.99,12.99,,0.00,0.00,0.00,Debit Card,000066,223600503310,Paid
24-Aug-2022 07:36 PM EDT,MQS4YFE5H3DKY,,66,,999VWR115M848,MICHAEL KOCAK,,,USD,2.81,6.63,,0.00,0.00,36.81,36.81,,0.00,0.00,0.00,Credit Card,06049D,223600503293,Paid
24-Aug-2022 07:34 PM EDT,1WGYZ6EZC6SG4,,65,,999VWR115M848,MICHAEL KOCAK,,,USD,2.31,2.00,,0.00,0.00,30.31,30.31,,0.00,0.00,0.00,Credit Card,08491B,223600503276,Paid
24-Aug-2022 07:28 PM EDT,5WJEM727EXNFW,,64,,999VWR115M848,MICHAEL KOCAK,,,USD,1.65,4.33,,0.00,0.00,21.65,21.65,,0.00,0.00,0.00,Credit Card,02433B,223600503259,Paid
24-Aug-2022 07:26 PM EDT,NHY10RE2WHSZ8,,63,,999VWR115M848,MICHAEL KOCAK,,,USD,1.32,3.46,,0.00,0.00,17.32,17.32,,0.00,0.00,0.00,Debit Card,002377,223600503242,Paid
24-Aug-2022 07:21 PM EDT,KQ04QRTMR51X0,,62,,999VWR115M848,MICHAEL KOCAK,,,USD,4.21,8.28,,0.00,0.00,55.21,55.21,,0.00,0.00,0.00,Credit Card,04347D,223600503225,Paid
24-Aug-2022 07:18 PM EDT,AXZJ4P8P26DEE,,61,,999VWR115M848,MICHAEL KOCAK,,,USD,3.96,7.79,,0.00,0.00,51.96,51.96,,0.00,0.00,0.00,Credit Card,08025C,223600503208,Paid
24-Aug-2022 07:16 PM EDT,0291F30G60HEM,,60,,999VWR115M848,MICHAEL KOCAK,,,USD,2.31,2.00,,0.00,0.00,30.31,30.31,,0.00,0.00,0.00,Credit Card,01993I,223600503191,Paid
24-Aug-2022 07:15 PM EDT,C4FFG3AWJZKMC,,59,,999VWR115M848,MICHAEL KOCAK,,,USD,2.31,0.00,,0.00,0.00,30.31,30.31,,0.00,0.00,0.00,Debit Card,001628,223600503174,Paid
24-Aug-2022 07:13 PM EDT,VP01WB3HVJR82,,58,,999VWR115M848,MICHAEL KOCAK,,,USD,1.40,2.76,,0.00,0.00,18.40,18.40,,0.00,0.00,0.00,Credit Card,807322,223600503157,Paid
24-Aug-2022 07:12 PM EDT,X6VYV7HWJ9GS8,,57,,999VWR115M848,MICHAEL KOCAK,,,USD,1.40,3.68,,0.00,0.00,18.40,18.40,,0.00,0.00,0.00,Credit Card,09440B,223600503140,Paid
24-Aug-2022 07:11 PM EDT,FNE6DM91R8D00,,55,,999VWR115M848,MICHAEL KOCAK,,,USD,2.31,9.09,,0.00,0.00,30.31,30.31,,0.00,0.00,0.00,Credit Card,55125C,223600503123,Paid
24-Aug-2022 07:10 PM EDT,B4YXFBAPNR9JC,,54,,999VWR115M848,MICHAEL KOCAK,,,USD,2.81,6.63,,0.00,0.00,36.81,36.81,,0.00,0.00,0.00,Credit Card,03582I,223600503106,Paid
24-Aug-2022 07:07 PM EDT,67PCQ634VD3CR,,53,,999VWR115M848,MICHAEL KOCAK,,,USD,2.81,5.52,,0.00,0.00,36.81,36.81,,0.00,0.00,0.00,Debit Card,435176,223600503089,Paid
24-Aug-2022 07:01 PM EDT,CKCT4JN5V9X2T,,52,,999VWR115M848,MICHAEL KOCAK,,,USD,2.81,7.36,,0.00,0.00,36.81,36.81,,0.00,0.00,0.00,Credit Card,09747S,223600503072,Paid
24-Aug-2022 06:59 PM EDT,5BD59XTDCSRTJ,,51,,999VWR115M848,MICHAEL KOCAK,,,USD,2.31,4.55,,0.00,0.00,30.31,30.31,,0.00,0.00,0.00,Credit Card,00780D,223600503055,Paid
24-Aug-2022 06:58 PM EDT,1V1E12ZBZHXWP,,50,,999VWR115M848,MICHAEL KOCAK,,,USD,1.32,3.46,,0.00,0.00,17.32,17.32,,0.00,0.00,0.00,Credit Card,05480C,223600503038,Paid
24-Aug-2022 06:56 PM EDT,SSS3S0MEG0TR0,,49,,999VWR115M848,MICHAEL KOCAK,,,USD,2.31,4.55,,0.00,0.00,30.31,30.31,,0.00,0.00,0.00,Debit Card,000833,223600503021,Paid
24-Aug-2022 06:54 PM EDT,N9C58HC5D54Q6,,48,,999VWR115M848,MICHAEL KOCAK,,,USD,8.00,15.75,,0.00,0.00,105.00,105.00,,0.00,0.00,0.00,Credit Card,01027C,223600503004,Paid
24-Aug-2022 06:53 PM EDT,H7ZBT0S97YCEY,,47,,999VWR115M848,MICHAEL KOCAK,,,USD,0.99,2.60,,0.00,0.00,12.99,12.99,,0.00,0.00,0.00,Debit Card,198401,223600502987,Paid
24-Aug-2022 06:50 PM EDT,RQD5G3BXNGF2W,,46,,999VWR115M848,MICHAEL KOCAK,,,USD,2.39,0.00,,0.00,0.00,31.39,31.39,,0.00,0.00,0.00,Debit Card,266193,223600502970,Paid
24-Aug-2022 06:49 PM EDT,26PM8AQGTBWKJ,,45,,999VWR115M848,MICHAEL KOCAK,,,USD,1.40,2.76,,0.00,0.00,18.40,18.40,,0.00,0.00,0.00,Credit Card,850537,223600502953,Paid
24-Aug-2022 06:48 PM EDT,R529XVFG1QWCJ,,44,,999VWR115M848,MICHAEL KOCAK,,,USD,2.81,0.00,,0.00,0.00,36.81,36.81,,0.00,0.00,0.00,Cash,,,Paid
24-Aug-2022 06:46 PM EDT,H6215SDB6AK2R,,43,,999VWR115M848,MICHAEL KOCAK,,,USD,0.99,1.95,,0.00,0.00,12.99,12.99,,0.00,0.00,0.00,Credit Card,01321D,223600502936,Paid
24-Aug-2022 06:45 PM EDT,8E6CQNJMDNVSE,,42,,999VWR115M848,MICHAEL KOCAK,,,USD,1.32,2.60,,0.00,0.00,17.32,17.32,,0.00,0.00,0.00,Debit Card,002590,223600502919,Paid
24-Aug-2022 06:44 PM EDT,REM5DWG45CB06,,41,,999VWR115M848,MICHAEL KOCAK,,,USD,0.99,0.00,,0.00,0.00,12.99,12.99,,0.00,0.00,0.00,Cash,,,Paid
24-Aug-2022 06:43 PM EDT,QKS36P95NRCC6,,40,,999VWR115M848,MICHAEL KOCAK,,,USD,1.32,2.60,,0.00,0.00,17.32,17.32,,0.00,0.00,0.00,Credit Card,09725C,223600502902,Paid
24-Aug-2022 06:41 PM EDT,4Q3HTXHK23Q8J,,39,,999VWR115M848,MICHAEL KOCAK,,,USD,1.40,3.31,,0.00,0.00,18.40,18.40,,0.00,0.00,0.00,Debit Card,001280,223600502885,Paid
24-Aug-2022 06:40 PM EDT,TQWMFTE7982KT,,38,,999VWR115M848,MICHAEL KOCAK,,,USD,2.39,4.71,,0.00,0.00,31.39,31.39,,0.00,0.00,0.00,Debit Card,002989,223600502868,Paid
24-Aug-2022 06:33 PM EDT,0J9EQW8D91ZVT,,37,,999VWR115M848,MICHAEL KOCAK,,,USD,0.99,0.00,,0.00,0.00,12.99,12.99,,0.00,0.00,0.00,Cash,,,Paid
24-Aug-2022 06:32 PM EDT,1EGD5N2XW1HT6,,36,,999VWR115M848,MICHAEL KOCAK,,,USD,2.31,6.06,,0.00,0.00,30.31,30.31,,0.00,0.00,0.00,Credit Card,07543Z,223600502851,Paid
24-Aug-2022 06:30 PM EDT,MMJ5JNEBKVPP4,,35,,999VWR115M848,MICHAEL KOCAK,,,USD,1.40,2.76,,0.00,0.00,18.40,18.40,,0.00,0.00,0.00,Credit Card,03901P,223600502834,Paid
24-Aug-2022 06:29 PM EDT,BYE38W9T4HC80,,34,,999VWR115M848,MICHAEL KOCAK,,,USD,2.31,4.55,,0.00,0.00,30.31,30.31,,0.00,0.00,0.00,Credit Card,00616P,223600502817,Paid
24-Aug-2022 06:28 PM EDT,V2PQPHBBM3SZA,,33,,999VWR115M848,MICHAEL KOCAK,,,USD,1.32,2.60,,0.00,0.00,17.32,17.32,,0.00,0.00,0.00,Debit Card,002433,223600502800,Paid
24-Aug-2022 06:27 PM EDT,2PGARS6P733BP,,32,,999VWR115M848,MICHAEL KOCAK,,,USD,1.40,3.31,,0.00,0.00,18.40,18.40,,0.00,0.00,0.00,Credit Card,75325B,223600502783,Paid
24-Aug-2022 06:26 PM EDT,B4ZZ6K11CSV9A,,31,,999VWR115M848,MICHAEL KOCAK,,,USD,1.32,2.60,,0.00,0.00,17.32,17.32,,0.00,0.00,0.00,Debit Card,038792,223600502766,Paid
24-Aug-2022 06:24 PM EDT,G4193D87VPGJC,,30,,999VWR115M848,MICHAEL KOCAK,,,USD,5.61,14.72,,0.00,0.00,73.61,73.61,,0.00,0.00,0.00,Debit Card,035985,223600502749,Paid
24-Aug-2022 06:22 PM EDT,8YFD16SJJ0SMY,,29,,999VWR115M848,MICHAEL KOCAK,,,USD,3.30,8.66,,0.00,0.00,43.30,43.30,,0.00,0.00,0.00,Debit Card,002398,223600502732,Paid
24-Aug-2022 06:19 PM EDT,KRSX8TYWFX414,,28,,999VWR115M848,MICHAEL KOCAK,,,USD,2.31,4.55,,0.00,0.00,30.31,30.31,,0.00,0.00,0.00,Credit Card,08353C,223600502715,Paid
24-Aug-2022 06:16 PM EDT,3N37Z4WPMPQS0,,27,,999VWR115M848,MICHAEL KOCAK,,,USD,1.32,2.60,,0.00,0.00,17.32,17.32,,0.00,0.00,0.00,Credit Card,01946Z,223600502698,Paid
24-Aug-2022 06:14 PM EDT,P5C3684PCQJQ0,,26,,999VWR115M848,MICHAEL KOCAK,,,USD,2.31,0.00,,0.00,0.00,30.31,30.31,,0.00,0.00,0.00,Cash,,,Paid
24-Aug-2022 06:10 PM EDT,8HP9QHYMZ817A,,25,,999VWR115M848,MICHAEL KOCAK,,,USD,2.31,4.55,,0.00,0.00,30.31,30.31,,0.00,0.00,0.00,Credit Card,863448,223600502681,Paid
24-Aug-2022 05:57 PM EDT,7FCXFE9FF9PJ2,,24,,999VWR115M848,MICHAEL KOCAK,,,USD,1.32,2.60,,0.00,0.00,17.32,17.32,,0.00,0.00,0.00,Credit Card,08924D,223600502664,Paid
24-Aug-2022 05:56 PM EDT,BHVYQCF8GJ004,,23,,999VWR115M848,MICHAEL KOCAK,,,USD,0.33,1.30,,0.00,0.00,4.33,4.33,,0.00,0.00,0.00,Credit Card,01401D,223600502647,Paid
24-Aug-2022 05:49 PM EDT,JC6DSTZRGDFMC,,22,,999VWR115M848,MICHAEL KOCAK,,,USD,1.40,2.76,,0.00,0.00,18.40,18.40,,0.00,0.00,0.00,Credit Card,02481Q,223600502630,Paid
24-Aug-2022 05:47 PM EDT,3T131N84HJPAE,,21,,999VWR115M848,MICHAEL KOCAK,,,USD,3.80,2.00,,0.00,0.00,49.80,49.80,,0.00,0.00,0.00,Credit Card,05082Z,223600502613,Paid
24-Aug-2022 05:45 PM EDT,NYJ2GD0FRN2TR,,20,,999VWR115M848,MICHAEL KOCAK,,,USD,1.40,0.00,,0.00,0.00,18.40,18.40,,0.00,0.00,0.00,Cash,,,Paid
24-Aug-2022 05:44 PM EDT,EHKH9Q2JJ56ZY,,19,,999VWR115M848,MICHAEL KOCAK,,,USD,1.40,0.00,,0.00,0.00,18.40,18.40,,0.00,0.00,0.00,Cash,,,Paid
24-Aug-2022 05:33 PM EDT,ZGK1V0QVVHJT8,,18,,999VWR115M848,MICHAEL KOCAK,,,USD,1.57,3.09,,0.00,0.00,20.57,20.57,,0.00,0.00,0.00,Credit Card,614243,223600502596,Paid
24-Aug-2022 05:30 PM EDT,T7NZZF8PNWX9E,,17,,999VWR115M848,MICHAEL KOCAK,,,USD,1.40,2.76,,0.00,0.00,18.40,18.40,,0.00,0.00,0.00,Debit Card,002281,223600502579,Paid
24-Aug-2022 05:19 PM EDT,TPJYS7Z0TGGW8,,16,,999VWR115M848,MICHAEL KOCAK,,,USD,1.40,2.76,,0.00,0.00,18.40,18.40,,0.00,0.00,0.00,Debit Card,001205,223600502562,Paid
24-Aug-2022 05:17 PM EDT,JE6FCN2K792DE,,15,,999VWR115M848,MICHAEL KOCAK,,,USD,1.40,2.76,,0.00,0.00,18.40,18.40,,0.00,0.00,0.00,Debit Card,098454,223600502545,Paid
24-Aug-2022 05:11 PM EDT,69XXATP1BAWD8,,14,,999VWR115M848,MICHAEL KOCAK,,,USD,1.40,3.68,,0.00,0.00,18.40,18.40,,0.00,0.00,0.00,Debit Card,000969,223600502528,Paid
24-Aug-2022 05:09 PM EDT,GYM56Y57990SJ,,13,,999VWR115M848,MICHAEL KOCAK,,,USD,1.90,3.74,,0.00,0.00,24.90,24.90,,0.00,0.00,0.00,Credit Card,332024,223600502511,Paid
24-Aug-2022 05:07 PM EDT,XYF0P4J1HWRC8,,12,,999VWR115M848,MICHAEL KOCAK,,,USD,1.98,1.00,,0.00,0.00,25.98,25.98,,0.00,0.00,0.00,Debit Card,180981,223600500032,Paid
20-Aug-2022 09:05 PM EDT,HX0Y08HB6JCRT,,11,,999VWR115M848,MICHAEL KOCAK,,,USD,1.98,0.00,,0.00,0.00,25.98,25.98,,0.00,0.00,0.00,Cash,,,Paid
20-Aug-2022 08:48 PM EDT,C4P4JJYWFF7V0,,10,,999VWR115M848,MICHAEL KOCAK,,,USD,3.79,0.00,,0.00,-5.10,49.69,49.69,,0.00,0.00,0.00,Cash,,,Paid
20-Aug-2022 08:44 PM EDT,8G716EA7T0WZT,,09,,999VWR115M848,MICHAEL KOCAK,,,USD,1.65,4.33,,0.00,0.00,21.65,21.65,,0.00,0.00,0.00,Credit Card,05609Z,223300504596,Paid
20-Aug-2022 08:41 PM EDT,9P7TBTHKRN9ZA,,08,,999VWR115M848,MICHAEL KOCAK,,,USD,2.31,5.46,,0.00,0.00,30.31,30.31,,0.00,0.00,0.00,Credit Card,01678D,223300504579,Paid
20-Aug-2022 08:40 PM EDT,FVNMRMBQQK7RG,,07,,999VWR115M848,MICHAEL KOCAK,,,USD,1.98,0.00,,0.00,0.00,25.98,25.98,,0.00,0.00,0.00,Credit Card,020004,223300504562,Paid
20-Aug-2022 08:30 PM EDT,36DBMJV4026VE,,06,,999VWR115M848,MICHAEL KOCAK,,,USD,1.98,5.20,,0.00,0.00,25.98,25.98,,0.00,0.00,0.00,Debit Card,001526,223300504545,Paid
20-Aug-2022 08:27 PM EDT,NMQBXASXEGHXG,,05,,999VWR115M848,MICHAEL KOCAK,,,USD,1.32,3.46,,0.00,0.00,17.32,17.32,,0.00,0.00,0.00,Credit Card,72741P,223300504528,Paid
20-Aug-2022 08:19 PM EDT,C9WS3T7STMBKC,,04,,999VWR115M848,MICHAEL KOCAK,,,USD,2.81,2.00,,0.00,0.00,36.81,36.81,,0.00,0.00,0.00,Credit Card,04289C,223300504511,Paid
20-Aug-2022 08:17 PM EDT,3YY5CCC3BTZZT,,03,,999VWR115M848,MICHAEL KOCAK,,,USD,1.32,3.12,,0.00,0.00,17.32,17.32,,0.00,0.00,0.00,Credit Card,13822P,223300504494,Paid
20-Aug-2022 08:15 PM EDT,QV5S5P2VXGP20,,02,,999VWR115M848,MICHAEL KOCAK,,,USD,1.98,0.00,,0.00,0.00,25.98,25.98,,0.00,0.00,0.00,Debit Card,023255,223300504477,Paid
20-Aug-2022 08:14 PM EDT,73W5QA989FTSP,,01,,999VWR115M848,MICHAEL KOCAK,,,USD,0.99,1.95,,0.00,0.00,12.99,12.99,,0.00,0.00,0.00,Credit Card,859179,223300504460,Paid
20-Aug-2022 08:13 PM EDT,XCY8KZ1W5QDYY,,99,,999VWR115M848,MICHAEL KOCAK,,,USD,1.40,3.68,,0.00,0.00,18.40,18.40,,0.00,0.00,0.00,Debit Card,019762,223300504443,Paid
20-Aug-2022 07:55 PM EDT,N7JGP459Y81HE,,98,,999VWR115M848,MICHAEL KOCAK,,,USD,1.98,2.00,,0.00,0.00,25.98,25.98,,0.00,0.00,0.00,Debit Card,077129,223200504426,Paid
20-Aug-2022 07:52 PM EDT,TGTH9R1V0453A,,97,,999VWR115M848,MICHAEL KOCAK,,,USD,2.81,5.52,,0.00,0.00,36.81,36.81,,0.00,0.00,0.00,Credit Card,02093R,223200504409,Paid
20-Aug-2022 07:50 PM EDT,EHFVFTGDTE228,,96,,999VWR115M848,MICHAEL KOCAK,,,USD,1.32,3.46,,0.00,0.00,17.32,17.32,,0.00,0.00,0.00,Credit Card,01185D,223200504392,Paid
20-Aug-2022 07:47 PM EDT,1TZ932NK22WTJ,,95,,999VWR115M848,MICHAEL KOCAK,,,USD,2.81,7.36,,0.00,0.00,36.81,36.81,,0.00,0.00,0.00,Debit Card,000574,223200504375,Paid
20-Aug-2022 07:46 PM EDT,XESCSEAX1YQ6J,,94,,999VWR115M848,MICHAEL KOCAK,,,USD,1.32,0.00,,0.00,0.00,17.32,17.32,,0.00,0.00,0.00,Cash,,,Paid
20-Aug-2022 07:44 PM EDT,98WBVPMPDA33E,,93,,999VWR115M848,MICHAEL KOCAK,,,USD,3.80,7.47,,0.00,0.00,49.80,49.80,,0.00,0.00,0.00,Credit Card,06572I,223200504358,Paid
20-Aug-2022 07:38 PM EDT,DCCTR4B2T4GR8,,92,,999VWR115M848,MICHAEL KOCAK,,,USD,0.99,0.00,,0.00,0.00,12.99,12.99,,0.00,0.00,0.00,Debit Card,219867,223200504341,Paid
20-Aug-2022 07:37 PM EDT,BTR739AVWDEQC,,91,,999VWR115M848,MICHAEL KOCAK,,,USD,1.98,0.00,,0.00,0.00,25.98,25.98,,0.00,0.00,0.00,Cash,,,Paid
20-Aug-2022 07:34 PM EDT,XJZDTYKCPW6N6,,90,,999VWR115M848,MICHAEL KOCAK,,,USD,0.17,0.00,,0.00,0.00,2.17,2.17,,0.00,0.00,0.00,Debit Card,207688,223200504324,Paid
20-Aug-2022 07:27 PM EDT,8ZRNF5FZ30368,,89,,999VWR115M848,MICHAEL KOCAK,,,USD,5.20,10.23,,0.00,0.00,68.20,68.20,,0.00,0.00,0.00,Credit Card,00129B,223200504307,Paid
20-Aug-2022 07:24 PM EDT,5NT8AC3HNFKQT,,88,,999VWR115M848,MICHAEL KOCAK,,,USD,2.81,0.00,,0.00,0.00,36.81,36.81,,0.00,0.00,0.00,Debit Card,182037,223200504290,Paid
20-Aug-2022 07:22 PM EDT,30WWR5VMMXAXE,,87,,999VWR115M848,MICHAEL KOCAK,,,USD,1.40,2.76,,0.00,0.00,18.40,18.40,,0.00,0.00,0.00,Credit Card,07764D,223200504273,Paid
20-Aug-2022 07:12 PM EDT,HXKSY22JV3782,,86,,999VWR115M848,MICHAEL KOCAK,,,USD,0.99,0.00,,0.00,0.00,12.99,12.99,,0.00,0.00,0.00,Cash,,,Paid
20-Aug-2022 07:09 PM EDT,1VP7TW9TEXFR2,,85,,999VWR115M848,MICHAEL KOCAK,,,USD,1.16,2.27,,0.00,0.00,15.16,15.16,,0.00,0.00,0.00,Credit Card,00417G,223200504256,Paid
20-Aug-2022 07:07 PM EDT,6MSM8ZQMZW2W6,,84,,999VWR115M848,MICHAEL KOCAK,,,USD,1.98,3.90,,0.00,0.00,25.98,25.98,,0.00,0.00,0.00,Debit Card,130605,223200504239,Paid
20-Aug-2022 07:05 PM EDT,X4TNGJW3C0E44,,83,,999VWR115M848,MICHAEL KOCAK,,,USD,2.81,7.36,,0.00,0.00,36.81,36.81,,0.00,0.00,0.00,Credit Card,65021B,223200504222,Paid
20-Aug-2022 07:04 PM EDT,KFHDGT8K9H870,,82,,999VWR115M848,MICHAEL KOCAK,,,USD,1.32,5.20,,0.00,0.00,17.32,17.32,,0.00,0.00,0.00,Credit Card,885073,223200504205,Paid
20-Aug-2022 07:00 PM EDT,A1FAMXGDRRC5R,,81,,999VWR115M848,MICHAEL KOCAK,,,USD,4.79,12.56,,0.00,0.00,62.79,62.79,,0.00,0.00,0.00,Credit Card,07526C,223200504188,Paid
20-Aug-2022 06:58 PM EDT,NC6BRQG3FN0CP,,80,,999VWR115M848,MICHAEL KOCAK,,,USD,2.81,7.36,,0.00,0.00,36.81,36.81,,0.00,0.00,0.00,Credit Card,07919A,223200504171,Paid
20-Aug-2022 06:45 PM EDT,HH9PBSP2V8C0R,,79,,999VWR115M848,MICHAEL KOCAK,,,USD,1.32,2.60,,0.00,0.00,17.32,17.32,,0.00,0.00,0.00,Credit Card,885074,223200504154,Paid
20-Aug-2022 06:40 PM EDT,PYBGPN6KHZ3Q6,,78,,999VWR115M848,MICHAEL KOCAK,,,USD,2.39,4.71,,0.00,0.00,31.39,31.39,,0.00,0.00,0.00,Debit Card,482377,223200504137,Paid
20-Aug-2022 06:37 PM EDT,QP68Y1TWXBXX0,,77,,999VWR115M848,MICHAEL KOCAK,,,USD,1.98,5.20,,0.00,0.00,25.98,25.98,,0.00,0.00,0.00,Credit Card,02028R,223200504120,Paid
20-Aug-2022 06:36 PM EDT,CE664HG9E5230,,76,,999VWR115M848,MICHAEL KOCAK,,,USD,1.40,1.80,,0.00,0.00,18.40,18.40,,0.00,0.00,0.00,Credit Card,01774C,223200504103,Paid
20-Aug-2022 06:33 PM EDT,WKV0HYN1MQ76M,,75,,999VWR115M848,MICHAEL KOCAK,,,USD,2.31,6.06,,0.00,0.00,30.31,30.31,,0.00,0.00,0.00,Credit Card,02670P,223200504086,Paid
20-Aug-2022 06:28 PM EDT,Q6CXGBPZAFDNC,,74,,999VWR115M848,MICHAEL KOCAK,,,USD,1.40,2.76,,0.00,0.00,18.40,18.40,,0.00,0.00,0.00,Debit Card,002335,223200504069,Paid
20-Aug-2022 06:21 PM EDT,QS230GHF00DME,,73,,999VWR115M848,MICHAEL KOCAK,,,USD,1.32,0.00,,0.00,0.00,17.32,17.32,,0.00,0.00,0.00,Cash,,,Paid
20-Aug-2022 06:15 PM EDT,S204M01ECSHFW,,72,,999VWR115M848,MICHAEL KOCAK,,,USD,0.99,2.60,,0.00,0.00,12.99,12.99,,0.00,0.00,0.00,Debit Card,000981,223200504052,Paid
20-Aug-2022 06:14 PM EDT,M6QSMRE25GX4T,,71,,999VWR115M848,MICHAEL KOCAK,,,USD,1.32,2.60,,0.00,0.00,17.32,17.32,,0.00,0.00,0.00,Debit Card,001959,223200504035,Paid
20-Aug-2022 06:11 PM EDT,RWZT1D2T9NRER,,70,,999VWR115M848,MICHAEL KOCAK,,,USD,2.31,6.06,,0.00,0.00,30.31,30.31,,0.00,0.00,0.00,Debit Card,002699,223200504018,Paid
20-Aug-2022 06:10 PM EDT,WBPNXNBH76KPG,,69,,999VWR115M848,MICHAEL KOCAK,,,USD,1.40,0.00,,0.00,0.00,18.40,18.40,,0.00,0.00,0.00,Debit Card,002387,223200504001,Paid
